event_1,event_2,label,dup_type,char_sim,norm_sim,jaccard,len_1,len_2,tok_1,tok_2,len_diff,tok_diff,same_action,same_domain
communication_center_select_reaction_button_click,button_center_select_reaction_communication_click,1,permutation,0.7755,0.7755,1.0,49,49,6,6,0,0,1,0
currency_control_ved_contracts_download_file_button_click,forex_control_ved_contracts_download_file_btn_tap,1,semantic,0.8113,0.8113,0.4545,57,49,8,8,8,0,0,0
branch_operations_accept_button_click,opening_an_escrow_account_signing_code_close,0,not_duplicate,0.3704,0.3704,0.0,37,44,5,7,7,2,0,0
subscription_owner_change_tariff_success,change_owner_subscription_tariff_success,1,permutation,0.675,0.675,1.0,40,40,5,5,0,0,1,0
switcher_click,mortgage_insurance_otp_code_enter,0,not_duplicate,0.2128,0.2128,0.0,14,33,2,5,19,3,0,0
millionaire_millionaire_widget_screen_view,millionaire_millionaire_widget_page_show,1,semantic,0.8049,0.8049,0.3333,42,40,5,5,2,0,0,1
style_selection_load_data_error,styleselectionloaddataerror,1,case,0.931,0.931,0.0,31,27,5,1,4,4,0,0
self_employed_all_checks_screen_view,abm_acq_status_tarif_info_click,0,not_duplicate,0.2388,0.2388,0.0,36,31,6,6,5,0,0,0
device_manage_passcode_forgotten_view,credit_sb_abm_credit_product_click,0,not_duplicate,0.1127,0.1127,0.0,37,34,5,6,3,1,0,0
carousel_for_you_sidepanel_click,crousel_for_you_sidepanel_click,1,typo,0.9841,0.9841,0.6667,32,31,5,5,1,0,1,0
onboarding_mmb_onboarding_agreement_close,Onboarding-Mmb-Onboarding-Agreement-Close,1,case,0.7805,1.0,0.0,41,41,5,1,0,4,0,0
currency_control_ved_contract_amount_field_click,individual_salary_salary_apply_start_offline_click,0,not_duplicate,0.3469,0.3469,0.0833,48,50,7,7,2,0,1,0
credit_sb_abm_credit_amount_edit,CREDIT_SB_ABM_CREDIT_AMOUNT_EDIT,1,case,0.1562,1.0,0.0,32,32,6,6,0,0,0,0
currency_payments_ved_currency_payments_filters_view,currency_payments_ved_currency_payments_filters_view,1,exact,1.0,1.0,1.0,52,52,7,7,0,0,1,1
check_in_lpr_search_close,check_in_lpr_find_back,1,semantic,0.6383,0.6383,0.4286,25,22,5,5,3,0,0,1
currency_payments_ved_ontractor_feild_click,global_search_hint_click,0,not_duplicate,0.2985,0.2985,0.1111,43,24,6,4,19,2,1,0
trade_acquiring_operation_history_refund_click,open_investbox_operation_screen_view,0,not_duplicate,0.5122,0.5122,0.1,46,36,6,5,10,1,0,0
id_rsa_form_error,imsi_confirmation_confirmation_click,0,not_duplicate,0.3019,0.3019,0.0,17,36,4,4,19,0,0,0
external_card_save_card_save_click,support_chat_search_result_click,0,not_duplicate,0.3939,0.3939,0.125,34,32,6,5,2,1,1,0
accounts_remap_view,company_card_business_card_click,0,not_duplicate,0.3529,0.3529,0.0,19,32,3,5,13,2,0,0
bil_refusal_click,card_order_third_party_flow_type_select,0,not_duplicate,0.25,0.25,0.0,17,39,3,7,22,4,0,0
statement_export_succeed_statement_view,standart_combo_second_step_1_click,0,not_duplicate,0.4384,0.4384,0.0,39,34,5,6,5,1,0,0
smart_limits_view_documents_click,smat_limits_view_documents_click,1,typo,0.9846,0.9846,0.6667,33,32,5,5,1,0,1,0
client_limit_metrics_open_side_panel_button_click,client_threshold_metrics_open_side_panel_link_tap,1,semantic,0.7347,0.7347,0.4545,49,49,8,8,0,0,0,1
dom_find_providers_screen_view,opening_tax_account_wowtax_banner_screen_view,0,not_duplicate,0.5067,0.5067,0.2,30,45,5,7,15,2,1,0
deposit_confirm_screen_view,account_screen_pageview,0,not_duplicate,0.6,0.6,0.1667,27,23,4,3,4,1,0,0
abm_advertisements_banner_click,open_account_page_document_click,0,not_duplicate,0.4127,0.4127,0.125,31,32,4,5,1,1,1,0
tariff_view_tariff_info_click,operator_section_open,0,not_duplicate,0.24,0.24,0.0,29,21,5,3,8,2,0,0
global_search_icon_click,keepers_banner_open_retention_bottom_sheet_click,0,not_duplicate,0.3056,0.3056,0.1,24,48,4,7,24,3,1,0
loan_refinancing_technical_work_back_button_click,universal_offer_lpr_screen_open,0,not_duplicate,0.275,0.275,0.0,49,31,7,5,18,2,0,0
edit_saving_account_confirmation_screen_sign,editSavingAccountConfirmationScreenSign,1,case,0.8193,1.0,0.0,44,39,6,1,5,5,0,0
orange_confirmation_click,rko_contacts_open,0,not_duplicate,0.4286,0.4286,0.0,25,17,3,3,8,0,0,0
self_employed_connect_button_click,investments_account_closure_signing_screen_view,0,not_duplicate,0.2963,0.2963,0.0,34,47,5,6,13,1,0,0
abm_acq_sbp_static_qr_cabinet_click,id_use_application_click,0,not_duplicate,0.4407,0.4407,0.1,35,24,7,4,11,3,1,0
loan_refinancing_landing_screen_view,games_faq_open_screen,0,not_duplicate,0.3158,0.3158,0.125,36,21,5,4,15,1,0,0
customize_widget_dashboard_screen_view,email_change_screen_view,0,not_duplicate,0.4839,0.4839,0.2857,38,24,5,4,14,1,1,0
credit_sb_abm_show_optional_guarantors_page_impression,credit_sb_abm_show_optional_guarantors_page_impression,1,exact,1.0,1.0,1.0,54,54,8,8,0,0,1,1
salary_moneybox_info_sheet_pdf_click,debt_section_offer_click,0,not_duplicate,0.3333,0.3333,0.1111,36,24,6,4,12,2,1,0
personal_manager_change_manager_reason_click,widget_dashboard_widget_click,0,not_duplicate,0.3288,0.3288,0.1429,44,29,6,4,15,2,1,0
auth_page_viewing_page_impression,user_profile_my_address_click,0,not_duplicate,0.3871,0.3871,0.0,33,29,5,5,4,0,0,0
goskey_nep_sign_click,widget_dashboard_screen_view,0,not_duplicate,0.2857,0.2857,0.0,21,28,4,4,7,0,0,0
x5_auth_pin_send,currency_control_ved_contracts_comment_click,0,not_duplicate,0.1333,0.1333,0.0,16,44,4,6,28,2,0,0
ui_action_view_additional_services_submit,ui_action_view_additional_services_send,1,synonym,0.9,0.9,0.7143,41,39,6,6,2,0,0,1
aml_details_confirmation_choose,tariff_view_promotions_click,0,not_duplicate,0.4068,0.4068,0.0,31,28,4,4,3,0,0,0
ruble_payment_nonresident_foreign_bank_name_field_click,rublepaymentnonresidentforeignbanknamefieldclick,1,case,0.932,0.932,0.0,55,48,8,1,7,7,0,0
partners_promotions_category_change_region_click,partners_promotions_change_category_region_click,1,permutation,0.8542,0.8542,1.0,48,48,6,6,0,0,1,1
operations_history_operation_type_click,deeplink_sour_e_click,0,not_duplicate,0.3333,0.3333,0.125,39,21,5,4,18,1,1,0
change_card_design_designs_by_conditions_screen_view,smart_limits_passport_details_screen_view,0,not_duplicate,0.4086,0.4086,0.1667,52,41,8,6,11,2,1,0
ksp_early_repayment_step_zero_ab_screen_view,ksp_early_repayment_step_zero_ab_screen_show,1,synonym,0.9318,0.9318,0.7778,44,44,8,8,0,0,0,1
tariff_view_tariff_info_click,combo_card_additional_agreement_sms_confirmation_screen_view,0,not_duplicate,0.2022,0.2022,0.0909,29,60,5,8,31,3,0,0
cashback_bonus_account_screen_view,combo_card_credit_limit_payment_method_combo_screen_view,0,not_duplicate,0.4,0.4,0.1818,34,56,5,9,22,4,1,0
abm_acq_sbp_static_qr_cabinet_click,abm_acq_abp_static_qr_cabinet_click,1,typo,0.9714,0.9714,0.75,35,35,7,7,0,0,1,1
scheduled_statement_creation_form_submit,scheduled_statement_creation_form_send,1,synonym,0.8974,0.8974,0.6667,40,38,5,5,2,0,0,1
deposit_closure_recommendation_click,trade_acquiring_cabinet_document_list_impression,0,not_duplicate,0.3333,0.3333,0.0,36,48,4,6,12,2,0,0
open_brokerage_account_with_purchase_commission_screen_view,open_brokerage_profile_with_purchase_charge_screen_view,1,semantic,0.7719,0.7719,0.6,59,55,8,8,4,0,1,1
widget_dashboard_screen_scroll,currency_exchange_ved_conversion_types_tab_click,0,not_duplicate,0.2821,0.2821,0.0,30,48,4,7,18,3,0,0
cashback_change_of_loyalty_click,pay_ecom_cashback_details_impression,0,not_duplicate,0.3235,0.3235,0.1111,32,36,5,5,4,0,0,0
passport_page_phone_number_enter,page_passport_phone_number_enter,1,permutation,0.8438,0.8438,1.0,32,32,5,5,0,0,1,0
onboarding_finished,onboarding_finished,1,exact,1.0,1.0,1.0,19,19,2,2,0,0,1,1
passcode_settings_change_form_view,loan_refinancing_confirm_conditions_click,0,not_duplicate,0.24,0.24,0.0,34,41,5,5,7,0,0,0
promocodes_list_promocodes_screen_view,promocodes_list_promocodes_screen_view,1,exact,1.0,1.0,1.0,38,38,5,5,0,0,1,1
card_order_third_party_showcase_screen_view,card_order_third_screen_showcase_party_view,1,permutation,0.7907,0.7907,1.0,43,43,7,7,0,0,1,1
operation_sign_smart_id_view,abm_mass_payment_view_all_open_screen,0,not_duplicate,0.3077,0.3077,0.0909,28,37,5,7,9,2,0,0
currency_control_ved_contract_signing_screen_view,savings_goal_info_sheet_screen_view,0,not_duplicate,0.381,0.381,0.1818,49,35,7,6,14,1,1,0
partners_promotions_popup_region_agreement_click,operations_history_show_operations_list_show,0,not_duplicate,0.3913,0.3913,0.0,48,44,6,6,4,0,0,0
passport_page_screen_404_screen_view,passport_page_page_404_view_view,1,semantic,0.7647,0.7647,0.8,36,32,6,6,4,0,1,1
pay_control_settings_open,PayControlSettingsOpen,1,case,0.766,1.0,0.0,25,22,4,1,3,3,0,0
currency_exchange_ved_currency_settings_screen_view,exchange_exchange_ved_fx_settings_screen_see,1,semantic,0.7158,0.7158,0.5,51,44,7,7,7,0,0,0
cashback_go_to_landing_click,cshback_go_to_landing_click,1,typo,0.9818,0.9818,0.6667,28,27,5,5,1,0,1,0
profitable_offer_confirm,cashback_category_accept_click,0,not_duplicate,0.2222,0.2222,0.0,24,30,3,4,6,1,0,0
chatv3_deeplink_click,chatv3_deeplink_click,1,exact,1.0,1.0,1.0,21,21,3,3,0,0,1,1
payments_details_sign_button_click,smart_limits_not_trusted_device_screen_view,0,not_duplicate,0.3377,0.3377,0.0,34,43,5,7,9,2,0,0
customize_widget_dashboard_popup_view,customize_widget_dashboard_popup_view,1,exact,1.0,1.0,1.0,37,37,5,5,0,0,1,1
compensation_additional_compensation_impression,compensation_additional_compensattion_impression,1,typo,0.9895,0.9895,0.75,47,48,4,4,1,0,1,1
loan_refinancing_deny_relend_after_final_check_screen_screen_view,mortgage_refinancing_deny_relend_after_final_check_screen_page_show,1,semantic,0.8182,0.8182,0.5833,65,67,10,10,2,0,0,0
bonus_rate_up_landing_new_screen_view,bonus_rate_up_landing_new_screen_open,1,synonym,0.9189,0.9189,0.75,37,37,7,7,0,0,0,1
credit_sb_abm_registration_date_null_error,credit_abm_sb_registration_date_null_error,1,permutation,0.9286,0.9286,1.0,42,42,7,7,0,0,1,1
revenue_notifications_ved_apply_period_filter_button_click,revenue_notifications_ved_apply_period_filter_button_press,1,synonym,0.9138,0.9138,0.7778,58,58,8,8,0,0,0,1
premium_service_aclub_aclub_widget_screen_view,investments_details_click,0,not_duplicate,0.169,0.169,0.0,46,25,7,3,21,4,0,0
profitable_dashboard_view,profitable_main_see,1,semantic,0.6364,0.6364,0.2,25,19,3,3,6,0,0,1
paycontrol_registration_banner_close,PaycontrolRegistrationBannerClose,1,case,0.8406,1.0,0.0,36,33,4,1,3,3,0,0
support_chat_message_deep_link_click,my_products_filters_bottom_sheet_apply,0,not_duplicate,0.1081,0.1081,0.0,36,38,6,6,2,0,0,0
abm_acq_sbp_form_condition_open_screen,abmacqsbpformconditionopenscreen,1,case,0.9143,0.9143,0.0,38,32,7,1,6,6,0,0
geo_map_show_on_map_click,geo_map_show_on_map_tap,1,synonym,0.8333,0.8333,0.6667,25,23,6,6,2,0,0,1
close_close_button_click,change_pin_basic_button_click,0,not_duplicate,0.6415,0.6415,0.3333,24,29,4,5,5,1,1,0
metal_account_refill_button_click,global_search_search_choice_click,0,not_duplicate,0.4242,0.4242,0.125,33,33,5,5,0,0,1,0
carousel_for_you_carousel_impression,switcher_accounts_click,0,not_duplicate,0.3051,0.3051,0.0,36,23,5,3,13,2,0,0
notification_center_notification_impression,bannerblocks_impression,0,not_duplicate,0.5152,0.5152,0.25,43,23,4,2,20,2,1,0
osago_start_enter,onboarding_mmb_onboarding_tile_impression,0,not_duplicate,0.2759,0.2759,0.0,17,41,3,5,24,2,0,0
navigation_bar_search_click,navigation_bar_search_select,1,synonym,0.8364,0.8364,0.6,27,28,4,4,1,0,0,1
transaction_confirmation_confirmation_error_screen_view,transaction_confirmation_confirmation_error_screen_show,1,synonym,0.9455,0.9455,0.6667,55,55,6,6,0,0,0,1
opening_an_escrow_account_registration_of_ddu_data_view,opening_an_escrow_account_registration_of_ddu_data_display,1,synonym,0.9204,0.9204,0.8,55,58,9,9,3,0,0,1
promocode_details_deeplink_button_click,promocode_details_deeplink_button_click,1,exact,1.0,1.0,1.0,39,39,5,5,0,0,1,1
subscription_manager_operation_history_click,subscription_manager_operation_history_select,1,synonym,0.8989,0.8989,0.6667,44,45,5,5,1,0,0,1
dpz_insurance_address_continue_click,currency_payments_ved_city_field_click,0,not_duplicate,0.4595,0.4595,0.1,36,38,5,6,2,1,1,0
trade_acquiring_delivery_delivery_impression,TRADE_ACQUIRING_DELIVERY_DELIVERY_IMPRESSION,1,case,0.0909,1.0,0.0,44,44,5,5,0,0,0,0
investment_account_close_ghost_offer_click,investment_account_close_ghost_offer_tap,1,synonym,0.9024,0.9024,0.7143,42,40,6,6,2,0,0,1
mvno_registration_discounts_list_screen_view,x5_credit_action_check,0,not_duplicate,0.3939,0.3939,0.0,44,22,6,4,22,2,0,0
safebox_branch_safe_size_select_impression,leasing_application_lpr_application_open,0,not_duplicate,0.2439,0.2439,0.0,42,40,6,5,2,1,0,0
profile_history_action_click,profileHistoryActionClick,1,case,0.8302,1.0,0.0,28,25,4,1,3,3,0,0
kpn_application_lpr_chat_open,prelogin_lpr_product_click,0,not_duplicate,0.4364,0.4364,0.125,29,26,5,4,3,1,0,0
personal_account_mvno_account_loaded_screen_view,personal_loaded_mvno_account_account_screen_view,1,permutation,0.7708,0.7708,1.0,48,48,7,7,0,0,1,1
guarantee_lpr_result_screen_success,issued_bills_bill_delete_confirm,0,not_duplicate,0.1493,0.1493,0.0,35,32,5,5,3,0,0,0
standart_combo_second_step_1_click,operation_details_icon_click,0,not_duplicate,0.3871,0.3871,0.1111,34,28,6,4,6,2,1,0
pay_ecom_order_create,pay_ecom_oredr_create,1,typo,0.9524,0.9524,0.6,21,21,4,4,0,0,1,1
mb_connect_roadmap_click,MBCONNECTROADMAPCLICK,1,case,0.0,0.9333,0.0,24,21,4,1,3,3,0,0
compensation_widget_levels_click,compensation_widget_levels_touch,1,synonym,0.875,0.875,0.6,32,32,4,4,0,0,0,1
tab_bar_history_spotlight_close_click,tabBarHistorySpotlightCloseClick,1,case,0.7826,1.0,0.0,37,32,6,1,5,5,0,0
credit_sb_abm_passport_validation_error,credit_sb_passport_abm_validation_error,1,permutation,0.8974,0.8974,1.0,39,39,6,6,0,0,1,1
compensation_additional_compensation_click,individual_salary_accounting_statement_start_screen_loaded_screen_view,0,not_duplicate,0.3393,0.3393,0.0,42,70,4,9,28,5,0,0
change_of_ddu_data_bic_input_apply,change_of_dud_data_bic_input_apply,1,typo,0.9706,0.9706,0.75,34,34,7,7,0,0,1,1
individual_debit_trainer_click,my_documents_document_data_view,0,not_duplicate,0.1639,0.1639,0.0,30,31,4,5,1,1,0,0
stories_banner_redesign_banner_impression,widget_stories_widget_error,0,not_duplicate,0.3529,0.3529,0.1667,41,27,5,4,14,1,0,0
chatv3_channel_click,referral_details_click,0,not_duplicate,0.4762,0.4762,0.2,20,22,3,3,2,0,1,0
business_card_customize_submit,rubbles_banner_click,0,not_duplicate,0.28,0.28,0.0,30,20,4,3,10,1,0,0
switcher_click,corporate_new_credit_page_view,0,not_duplicate,0.2727,0.2727,0.0,14,30,2,5,16,3,0,0
salary_moneybox_info_sheet_screen_view,trusted_networks_delete_network_success,0,not_duplicate,0.3117,0.3117,0.0,38,39,6,5,1,1,0,0
partners_promotions_partner_welcome_screen_details_click,analytics_page_create_category_button_click,0,not_duplicate,0.4242,0.4242,0.0833,56,43,7,6,13,1,1,0
cc2_fot_phone_enter,widget_only_widget_impression,0,not_duplicate,0.3333,0.3333,0.0,19,29,4,4,10,0,0,0
passport_page_screen_screen_view,page_passport_screen_screen_view,1,permutation,0.8438,0.8438,1.0,32,32,5,5,0,0,1,0
currency_payments_ved_cny_banner_click,my_documents_select_purpose_click_click,0,not_duplicate,0.4416,0.4416,0.1,38,39,6,6,1,0,1,0
account_offers_main_screen_open,communication_center_communications_retry_button_click,0,not_duplicate,0.3059,0.3059,0.0,31,54,5,6,23,1,0,0
restructuring_bil_decline_click,revenue_notifications_ved_download_revenue_notification_button_click,0,not_duplicate,0.3434,0.3434,0.1,31,68,4,8,37,4,1,0
piggy_bank_action_click,reports_get_certificate_click,0,not_duplicate,0.4615,0.4615,0.1429,23,29,4,4,6,0,1,0
travel_loyalty_empty_screen_screen_view,partners_promotions_search_click,0,not_duplicate,0.3099,0.3099,0.0,39,32,6,4,7,2,0,0
loan_refinancing_relend_success_screen_view,advices_banner_impression,0,not_duplicate,0.2647,0.2647,0.0,43,25,6,3,18,3,0,0
branch_operations_details_click,savings_goal_category_screen_back_click,0,not_duplicate,0.4286,0.4286,0.1111,31,39,4,6,8,2,1,0
chatv3_voice_assistant_finish,chatv3_voice_assisttant_finish,1,typo,0.9831,0.9831,0.6,29,30,4,4,1,0,1,1
ruble_payment_nonresident_kvo_field_click,ruble_payment_nonresident_kvo_field_select,1,synonym,0.8916,0.8916,0.7143,41,42,6,6,1,0,0,1
marketplace_carousel_card_fail,marketplace_card_carousel_fail,1,permutation,0.8333,0.8333,1.0,30,30,4,4,0,0,1,1
smart_search_result_impression,reports_middle_screen_button_click,0,not_duplicate,0.3438,0.3438,0.0,30,34,4,5,4,1,0,0
roadmap_cib_screen_open,roadmap-cib-screen-open,1,case,0.8696,1.0,0.0,23,23,4,1,0,3,0,0
ruble_payment_nonresident_foreign_contractor_feild_click,check_notifications_card_click,0,not_duplicate,0.3721,0.3721,0.1,56,30,7,4,26,3,1,0
stories_banner_redesign_banner_impression,pay_control_sign_success,0,not_duplicate,0.3385,0.3385,0.0,41,24,5,4,17,1,0,0
trade_acquiring_delivery_info_trade_spot_click,ruble_payment_nonresident_other_final_action_click,0,not_duplicate,0.3125,0.3125,0.0833,46,50,7,7,4,0,1,0
support_chat_choose_file_click,salary_moneybox_info_sheet_click,0,not_duplicate,0.2903,0.2903,0.1111,30,32,5,5,2,0,1,0
currency_payments_ved_inr_banner_click,currency_payments_ved_inr_banner_click,1,exact,1.0,1.0,1.0,38,38,6,6,0,0,1,1
my_products_list_screen_refresh,my_products_items_page_reload,1,semantic,0.6333,0.6333,0.25,31,29,5,5,2,0,0,1
x5_showcase_banner_view,x5_showcase_banner_click,1,semantic,0.8511,0.8511,0.6,23,24,4,4,1,0,0,1
level_owner_downgrade_set_impression,level_owner_downgrade_set_impression,1,exact,1.0,1.0,1.0,36,36,5,5,0,0,1,1
add_stamp_change_click,passport_page_akey_authorization_request,0,not_duplicate,0.2258,0.2258,0.0,22,40,4,5,18,1,0,0
ksp_early_repayment_step_zero_ab_screen_view,abm_acq_sbp_form_continue_button_click,0,not_duplicate,0.3171,0.3171,0.0,44,38,8,7,6,1,0,0
my_documents_download_documents_click,abm_acq_form_report_emale_error,0,not_duplicate,0.2353,0.2353,0.0,37,31,5,6,6,1,0,0
offer_with_configuration_lpr_success_screen_button_click,aclub_manager_personal_manager_impression,0,not_duplicate,0.2062,0.2062,0.0,56,41,8,5,15,3,0,0
card_order_third_party_select_account_screen_view,card_order_third_party_select_account_screen_view,1,exact,1.0,1.0,1.0,49,49,8,8,0,0,1,1
open_account_success_screen_screen_view,open_account_complete_screen_page_view,1,semantic,0.7532,0.7532,0.5714,39,38,6,6,1,0,1,1
card_closing_multistep_button_click,cardclosingmultistepbuttonclick,1,case,0.9394,0.9394,0.0,35,31,5,1,4,4,0,0
recommendations_spoiler_banner_close,email_change_resend_verification_link_click,0,not_duplicate,0.4051,0.4051,0.0,36,43,4,6,7,2,0,0
support_chat_search_results_load,support_char_search_results_load,1,typo,0.9688,0.9688,0.6667,32,32,5,5,0,0,1,1
goskey_nep_pop_up_show,goskey_nep_pop_up_close,1,semantic,0.8444,0.8444,0.6667,22,23,5,5,1,0,0,1
reports_middle_screen_button_click,industry_solutions_recommendations_graph_tap,0,not_duplicate,0.2051,0.2051,0.0,34,44,5,5,10,0,0,0
card_detail_card_acheck_click,plastic_detail_credit_acheck_click,1,semantic,0.7937,0.7937,0.5,29,34,5,5,5,0,1,0
card_issue_card_acheck_open,debit_issue_plastic_acheck_open,1,semantic,0.7241,0.7241,0.5,27,31,5,5,4,0,1,0
retention_retention_repeated_offer_open,retention_retention_repeated_offer_launch,1,synonym,0.9,0.9,0.6,39,41,5,5,2,0,0,1
marketplace_banner_strip_click,user_settings_add_photo_save,0,not_duplicate,0.2759,0.2759,0.0,30,28,4,5,2,1,0,0
credit_sb_abm_comment_edit,credit_sb_abm_comment_change,1,synonym,0.8519,0.8519,0.6667,26,28,5,5,2,0,0,1
piggy_bank_entry_point_impression,webauthn_registration_sidepanel_view,0,not_duplicate,0.3188,0.3188,0.0,33,36,5,4,3,1,0,0
companies_hub_search_click,passport_page_factors_availability_choose,0,not_duplicate,0.2388,0.2388,0.0,26,41,4,5,15,1,0,0
trade_acquiring_amultipay_application_application_impression,my_products_list_screen_back,0,not_duplicate,0.1364,0.1364,0.0,60,28,6,5,32,1,0,0
reports_download_certificate_button_click,rate_settings_conf_lpr_back_click,0,not_duplicate,0.4054,0.4054,0.1,41,33,5,6,8,1,1,0
open_invest_account_benefit_click,open_invest_account_benefit_click,1,exact,1.0,1.0,1.0,33,33,5,5,0,0,1,1
voice_of_client_pop_up_click,id_login_and_password_send,0,not_duplicate,0.2593,0.2593,0.0,28,26,6,5,2,1,0,0
